MealU_UnvxM;puhdys,das,buch,ostrock,in,klassik;UCo9cOQbyAJiX2qc48PYZsUw;1894;350;96495;209;3;none
hE1I5ZpZaeI;american,preppers,ridiculed,by,obama,supporters;UCdxBz2mLt6-Lr-B95Js2gXw;346;333;625;4;9;none
xCiwEioXJ_s;jutsus,episode,1;UCb5WvlOMIiV3Z1_dZ-xM40g;1887;269;156979;229;35;none
ZvdLYt3IBPs;defense,s,closing,part,3;UCD9nZ3qeRGbPuHJaJduiQxA;1213;1517;15439;31;5;none
5gNtlMHXDQA;victory,highball,with,lloydz,cams;UC1PrffVA8KQbiOznpy8hBBA;414;199;9576;28;1;none
vfLrmvPXkMk;hidden,valley,springs,manila,tour,wow,philippines,travel,agency;UCYGd6j4Ai7LQQXp6EgAR5mQ;840;565;34203;74;5;none
bUqFF6cpe5k;the,alex,jones,show,2nd,hour,video,commercial,free,monday,july,14,2014,news,calls;UCYv-5LsUyc_P8KMo7YGPFPA;106;2675;4274;30;3;none
Xryu9H9BxNA;meet,the,new,first,family,of,new,york,city;UCupvZG-5ko_eiXAupbDfxWw;355;152;16303;107;19;none
tlDCmXj9WmI;roger,federer,super,trick;UCswYKvrvf_4abvwag6acY7g;2099;53;467705;340;13;none
GBlmEH0CqM0;james,alexander,ellis,full,g.b.c,workout.m4v;UCZ-hEqgoGBySOb7qg0keIoA;811;993;108442;489;13;none
JBpnDEDgEPk;extraterrestre,en,islam,et,r,ponse,de,l,imam,ahmad,al,hassan,as;UC8pscbMsmLKRrq5ilhV4g_g;390;791;47829;105;29;none
zNd_fAPGYzw;voynich,manuscript,dna,dns,gene;UCx_NWSk6bPBCWtKIRrWNagQ;922;12;1180;3;3;none
9A82NPAKwbI;2013,sprint,unlimited,practice,crash,kenseth,martin,busch;UC_kKHz44uxBKMJWFWbtfjaw;619;174;32145;32;1;none
-GMsDaedb_g;my,opinion,of,indian,and,victory,motorcycles;UCVx-sov6yvzRhSQQ083s_jA;159;439;7795;17;50;none
p9R3J8orxKg;rick,steves,preview,the,holy,land,special;UCchgIh8Tc4sTmBfnMQ5pDdg;85;61;5690;37;1;none
dx2WRQLSIew;the,rolling,stones,one,hit,to,the,body,official,promo;UCB_Z6rBg3WW3NL4-QimhC2A;770;266;485561;1868;42;none
tMCe4uOkYmo;how,to,slow,roast,lamb,nigel,slater,s,dish,of,the,day,series,1,bbc,food;UCl4i6QsatTho9QJW50GbLAA;147;256;9382;115;4;none
jTSvthW34GU;lecture,2,programming,paradigms,stanford;UC-EnprmCZ3OXyAoG7vjVNCA;2293;3064;231099;907;15;none
iXNCqAFnInk;jurong,hdb,hauntings,sghc,tps,s3e3;UCBNlpE6CdcbUtgD7mSJtNjg;685;2153;11643;29;6;none
G-UZZ0MB6qU;virginity,pledges;UCYjDsa7i7XehzciVPk1105g;682;551;2282;7;11;none
fQyXdvqiUMo;michael,tellinger,slave,species,of,god,on,lnm;UCytUFgqR2jqx0Zvxg1I8EMQ;569;7739;1711;6;1;none
e44kzwzBNek;loan,qualifying,aquaponics,greenhouse,kit,for,income,family;UCDsElQQt_gCZ9LgnW-7v-cQ;108;538;31008;651;10;none
R4ms6pKlLwY;i,drive,myself,crazy,n,sync,with,lyrics;UC2G9bZcs_LLZgY7LBbvQMew;2128;240;1200216;1723;54;none
-ykUPwtCoAE;;UCR5zXCAh_Hub657pLA0mOqA;1625;315;528799;104;28;none
t172X89pdjU;prepper,prophet;UCm4YeMNUcu5oVEht3urp20Q;1368;710;2099;125;5;none
_V_54Fvyh_E;top,10,world,s,richest,countries,2012,by,gdp,nominal,los,pa,ses,m,s,ricos,del,mundo,2012;UCwdpSsse8eag4L1td5YLBSQ;946;343;14871;35;12;none
-aqL2IgUsPk;tesla,fallin,apart;UCBLAoqCQyz6a0OvwXWzKZag;2030;272;53501;346;4;none
TyKmhI_kFgY;visual,guide,to,raman,spectroscopy,nanophoton;UCeihDiy6Q6TI6u0Ftkje_-w;427;149;2930;13;1;none
Zb4CiBhrsDs;bubblicious,ultimate,original,bubble,gum;UCJ0q80Cg2mIUPqTigNe8ftg;409;360;10839;47;10;none
QrZsU7x1aFk;vitamin,string,quartet,don,t,stop,believing;UCa4b4rgjla5rtmU4oHXvH3g;1380;330;622619;2085;29;none
INdKYLNYk74;h,i,l,c,t,nh,m,h,i,kh,nh,nam;UCG_Uf8f9sFw7mYxqCQluMuw;239;842;43366;27;6;none
-Dct0WEIkaI;super,cat,performance,at,sting,30th,december,2013;UCt3jD0uB6nf4LqwT8q-psfw;304;411;68680;157;6;none
5JAgzgXrM0k;liberia,s,largest,newspaper,accuses,usa,of,manufacturing,ebola,virus;UCdCBPracB95sblj6XuidmyQ;31;322;1378;5;2;none
8C_ap0hejxc;samo,solo,por,amor;UCSZV5IsIRETOnNKO3z3PZag;817;208;3523006;12939;383;none
Ze0_1vczikA;elon,musk,artificial,intelligence,could,wipe,out,humanity;UCIsbLox_y9dCIMLd8tdC6qg;20;112;10807;69;1;none
wcN_R4qK6bg;busta,rhymes,q,tip,the,abstract,and,the,dragon,2013,full,mixtape,download,new;UCeiA19nF1mk1YckW5yq8XJQ;300;4612;71435;537;19;none
QQcccIfy7mE;misshin,wabbit,dubstep,looney,tunes,daffy,duck,bugs,bunny,elmer,fudd,go,hunting,for,wobble;UC5fagkKrWuZJIhcEXzNoeXg;1894;167;1538152;5983;248;none
3QbYGfCAOwM;denak,bau2,selapis,tapau,4,jerantut;UC2Yi77sfXMM-tGBu3ImGJfg;465;410;95093;52;17;none
tZvEEAILYcw;bodhi,television,namo,amitabhaya,song,music,video;UC_bDupcM3A5Sz57c1NRyYzg;1959;479;16249;51;2;none
4-3NMG9_wGA;estoy,vivo,2;UCweAnG95VT4x8q8M70R6GXw;596;2352;52542;207;6;none
TDxwpO9MHNs;isla,abandonada,en,jap,n;UCPP1hQU5F4VRIIZvAuqOjkw;932;482;32178;605;6;none
5RgfwrXevNU;general,dynamics,independence,littoral,combat,ship,2,lcs,2,480p;UCedHRYUKMiE4xMYwvVAhIAQ;1835;76;212993;152;9;none
Cw3dVzKkK0o;rouge,kiss,fancy,arena,auditions,1,the,x,factor,uk,2014;UCHGvyGIE1nvnyGPwuaufNtQ;44;124;23718;21;21;none
QWRZ49TmjK8;the,most,amazing,panna,compilation,hd;UCG5Vs-MszlhiKRc5oDwNONQ;159;273;11608;69;6;none
_WPoTTphsV4;,sit,down,with,a,stand,up,louis,c.k.;UCJnN4zfiR_2MEnWbIQs1nSQ;2001;211;32967;190;4;none
2nnZwCn7IMY;raw,near,miss,at,barcelona,airport;UC52X5wxOL_s5yw0dQk7NtgA;113;50;153608;219;35;none
kmDYt79im7s;pakistani,funny,clip,with,the,people,of,pakistan;UC1YJTFS7-IjXVZk5UGVQ0MQ;805;304;13959;7;2;none
so7qDzOvd0I;crosstalk,on,justice,reload,the,nuremberg,trials;UCpwvZwUam-URkxB7g4USKpg;1438;1584;3621;41;11;none
BmzSX55sKKQ;eric,burdon,war,paint,it,black,cover;UCYyFEZ-3Hy4pdLFctDtRu3w;1569;209;56161;249;11;none
_gnxiOZ0Fhc;noam,chomsky,2011.03.13,amsterdam,egypt,tunisia,saudi,bahrain,us,imperialism,fake,democracy;UCVAUAQ6GEn933CTAUnhjFWQ;1323;4434;17829;136;4;none
CWZ_j38-1C0;stand,up,comedy,boris,bokir,27,agustus,2013;UCtCur3fAGyA49tawiHjFSQA;422;474;18167;38;1;none
1ZcEf6-7Uw0;indian,navy,s,the,killers,missile,vessel,squadron;UCJFMH53Dup-vmVPnuZ_B3ug;970;1031;57586;231;12;none
kqiuUxBxVkM;tutoriales,fl,studio,7,como,hacer,un,drop,big,room;UCHxopUkzy6rbHas1MXSEmwA;99;609;4279;65;2;none
5JsRkjju8ck;hairdresser,prank,3;UCIZTcU6Xp-dJkYPswQZNqsw;179;112;284612;236;27;none
aYywiQ3-6To;pepsi,britney,spears,commercial;UCExJCr7z_1TmWmx9dtUuRIw;2907;92;3071011;5594;184;none
ShUOLuwQNZA;how,to,hack,a,school,computer;UCuAd1JHbDfPex0Vmmo9Gzkg;2331;361;4594;4;5;none
Ye363HHrD0k;misteriosa,casa,de,los,duendes,extranormal;UCPzif5fkYBkkJplCB0bASyA;481;529;525539;1149;152;none
xol1SYqp8mI;inside,nature,s,giants,the,dinosaur,bird,part,2;UCjl7lKjC1rOblJ7ljR_5MZg;1146;884;29401;89;3;none
FtQZrjBzoVc;hardwell,feat.,matthew,koma,dare,you,andrew,rayel,remix,cover,art;UC4rasfm9J-X4jNl9SvXp8xA;132;417;45174;733;21;none
Kf7ri4CeK1c;funny,moments,harry,potter;UC4Fke-AyzMwTBhxRIlzFXxg;1456;226;96842;241;5;none
-uVTFFtzeTU;light,skin,vs.,dark,skin;UCT6GCddeRmklakOze38kAoQ;1172;328;168139;4244;52;none
jpy8G3yBeJ4;saying,goodbye,to,batteries;UCHbzu3Hci8Pd8_2I2TLDtgg;2108;309;157713;396;20;none
1kbeLMHggyE;lost,tape,young,thug,a,day,on,bleveland,ave;UCTp4T80ZcbAEka9kxpwj--w;127;149;203653;284;39;none
qtLQ5Bdrgec;dangerous,flights,2014;UCnVAoKYS7gNOTl8_J3cV0Bg;289;2720;55300;78;31;none
DPSTN9RtG9w;forty,four,minutes,north,hollywood;UCPBu0JFPj9R57SyjfCxHvmw;693;4945;18997;62;6;none
rwNZ3OThXXk;new,warframe,mirage,gameplay,powers,menu,update,pc,hd,1080p;UCIjMcnReIF9GJO4oAWP6QQQ;102;486;17941;55;11;none
UbXPBiKCONc;mickey,singh,waseem,stark,bad,girl,official,video;UC_NnWjvdYiXzdtO8B4jwfkA;439;272;4074991;18016;920;none
5n41AQOf2ek;an,anarchic,heritage,haiti;UCM2YmsRUeIbRkqjgNm0eTGQ;2533;1427;39819;64;9;none
BNGIEvcBd3w;bim,and,architectural,metalwork,in,solidworks;UCrj95SS2ibIMvvOx9m78J3g;620;2356;35475;101;5;none
GytofRdQSFc;pes,2015,highlights,part,2,hd,ps4;UCQOieCGkdng-BjOM_yjq-LA;65;285;58330;128;19;none
UlVCIptQj2k;taylor,swift,i,knew,you,were,trouble,feat.,screaming,goat,sheep;UC0xBaHH1i-fNW2BvzvMw6DA;611;25;512994;2668;41;none
yLFDRVXiTV0;iran,executes,29,men,in,the,name,of,islam;UCbQ332PQlixqe0L6ahC2yNg;2284;48;20578;25;4;none
TGQj2laXPvU;he,tried,moving,float,flying,machine,one,person,full,of,handmade.;UCRRpkirh-Wly1qXKkuoFjmg;696;85;90094;150;11;none
JN5MaWuGMjc;will,lebanon,defeat,isis;UC3Pkuhkv2U6ADaWfGZaxShg;45;4002;8122;13;1;none
sa4ureLDRBk;puri,restaurant,wedding,style;UCyk3cHE-Bi6QFQEsOWsUYxA;841;374;51135;88;9;none
JUMYTQKOHZM;intense,euphoria,binaural,beats,brainwave,entrainment;UCVluISy0TbNM7ife5K9xDyg;752;511;10243;36;4;none
GheszdYdArs;rosa,ponselle,vissi,d,arte,1919,with,sub,title;UCUzX0to341KzGNaa7ag4Tkg;1586;201;18917;153;2;none
67PUozbHUqU;deadmau5,get,in,the,cart,pig,intro,swiss,nightlife,award,party,zurich,04.12.2010;UC-iG1HCrPLEcR5gUI6tAX9A;1423;234;12631;68;2;none
OyDhmVhahPQ;5,absolutely,gorjuss,interactive,cards;UChT8bPkdaqgAgfmI8wlBK9A;960;1113;42525;366;18;none
8P0UFsFdizw;,ndrangheta,das,blutige,business,einer,mafia,doku,deutsch,ber,die,ndrangheta;UCgoD0pYGoGaOZPKxbP1OXQQ;524;4938;37974;114;7;none
nO4hNabhX-o;t,rk,e,pop,m,zik,mix,2013,turkish,pop,music,i,g,rkan,lgar,15.05.2013,t,rk,e,live,set;UCvSZYBz0gdYXArM32DUwiog;531;2687;324230;356;30;none
juNPTW3ITa0;la,porta,del,mago;UCAxfuvYGgaYxuS0MlfdW1eg;750;722;13243;72;3;none
FH1CkYdnwus;nicolle,wallace,on,the,view,obama,doesn,t,love,people;UCFxrda7qqbuhdCp6K-AzI6Q;42;331;40240;66;5;none
TbDDXB8rcJ0;bangla,waz,2014,by,maulana,tarek,munawwar,about,jannater,gunnaboli;UCmzXf2l0lXjgkQ7C9HjMNIw;329;4246;81214;206;42;none
8AzrcK8KW1E;strange,lights,in,the,sky,margate,9pm,21st,june,2014;UCBUTxXPk2DXo7pbAlSZGhng;128;147;5867;52;2;none
jn1qF2MwHsY;car,warriors,s01,e01;UC7kFQBulpRzoDoVjEoi01BA;973;2700;66288;134;7;none
9mOxeblIF5k;mom,knocks,lion,cub,into,the,water;UCS1u_C62FSHvHLJ9E0RhI2g;1352;34;5269949;10089;478;none
3NPV8PtcZ8g;the,king,s,body;UCi6qcUqmvSkcHeYxZmcJ9kQ;397;230;47919;69;15;none
wLxhqN4e9-4;uk,general,airstrikes,not,enough,u.s.,ground,troops,needed,to,defeat,isis;UCFjOi1ZpZVErr8EYxg8t1dQ;22;240;10960;210;19;none
XUtpCtxU_KA;lanaa,shawl,styling,tutorial,by,al,humaira,contemporary;UCrY8hfCJSv2VZR67GNeFEOg;147;171;340671;1599;63;none
rwauZAIsiw8;internet,activist,aaron,swartz,laid,to,rest;UCczrL-2b-gYK3l4yDld4XlQ;650;137;1916;65;2;none
9BdYHBzvu4s;hardstyle,shuffle,dance,2011;UCpZikk_wIzThwaieG3TIhXA;1329;70;432949;1199;27;none
IAo-9aU5_es;jersey,war,tunnels,day,110,27,07,2010;UCIbB73T4c-z71k8hVWeOMWQ;1553;460;784;2;1;none
amiMOU37u5g;,que,te,pasa,brazuca,el,show,de,andy,mundial,2014,7,7,2014,.;UCOyWxjyFk-atc9ExUQf16YA;113;120;901397;3216;243;none
geaEf4LoZV4;how,to,make,a,rifling,cutting,tool;UCC3GhDh-CY414kEjtKEUAYw;538;876;404467;1025;386;none
gjsQpLIe27I;the,fall,hex,enduction,hour,full,album;UCGm4HKTmc0_QK3Ltt-vIrsQ;995;3626;100088;662;15;none
0CYitiDJPTE;rem,country,feedback,lyrics;UCmgW8qxj3c2XVgPOAjnySIQ;1624;250;136844;485;4;none
hzAzizTWEjY;supermarine,spitfire,mk,xiv,visits,reno;UCCeaJUHy6Xf1SrlWHDj-GRA;772;215;15132;38;1;none
-rLuyiuo8k4;basketmouth,uncensored,june,29th;UCfNoF7MELBNt1Lviq3F8cZQ;179;18;7097;14;1;none
GvtocnEOPSE;superman,man,crush;UCJZ7f6NQzGKZnFXzFW9y9UQ;340;974;400676;25556;187;none
Py5VCVoEkQo;goat,simulator,crazy,ass,goat,goat,simulator,pwnage;UClCQI_L-iS5UvO5BC1HDFtg;196;860;87376;2275;26;none
ELhM3TGma7o;universe,painted,in,light;UC1znqKFL3jeR0eoA0pHpzvw;1567;793;42901;603;32;none
iJim0WTDwAc;eric,lilliebridge,iron,will,part,2;UCl-EuMx24lzHV5e9ksdmQrg;234;369;24746;321;3;none
ya6z_GzoA1s;boban,stojanovic,on,gay,pride,in,serbia;UCi6qcUqmvSkcHeYxZmcJ9kQ;34;197;958;11;5;none
baBaYKkTo2Y;;UCepC5H1jteBSbxYdWG4UV0g;73;2410;52571;191;18;none
ipYpzWMnXi4;parvez,sharma,on,the,hour,full,interview;UCUGUK3KIj0jf02JRDfd2DXA;2581;403;32319;98;16;none
i47L8pv7Ec8;the,date,has,been,set;UCKCDoXR2lbTl9tFyq3gwWhA;713;771;12620;68;2;none
CHBw4avsUYE;airport,train,at,the,atlanta,airport,in,atlanta,ga,from,concourse,t,to,concourse,d;UC4-Av0Gkjv7TnEEZz6SQu9Q;1186;542;42887;30;7;none
1ei6YQchGZg;oasis,slide,away;UCiPY6pitQPzdu0R56moYEfw;2036;393;4324686;10963;251;none
nO81bygPTS0;s0,news,august,5,2014,bright,fireball,storm,alert,hawaii;UCTiL1q9YbrVam5nP2xzFTWQ;84;292;41157;958;17;none
2qlbkJGOrMI;saw,theme,tune,toxik,dubstep,remix,hd;UCu7iPARvBmm70mgWSeB6ymw;1395;261;114113;846;27;none
lN05UfmIAh4;disability,discrimination,job,interview;UCvL7A7G5Fm_Tvjj-9dP-Njg;2587;62;161609;289;13;none
_oK9TlIzDwk;,psy,nh,hwang,min,woo,bi,u,di,n,gangnam,style,t,i,h,n,i;UCBuQWtjj41xXsRgv97eeoxA;364;218;105305;78;7;none
TKXlHSTTDYc;,vietsub.kara,i,m,yours,taylor,swift,ft,jason,mraz,speak,now,world,tour;UCOPdMApUEhUcNH0hJHyxxrA;1017;266;244505;1091;14;none
bnoTAeUY3Yc;alang,ship,breaking.dat;UCMAIcEvEZWCr1EHklF6ggDQ;651;1778;4893;7;2;none
thHR6kTK1QY;is,sports,psychology,the,missing,ingredient,or,is,there,more;UCyFd0zjFGQcn4sc2osQKSlw;870;377;4233;14;1;none
kPwsMDhFn74;best,songs,of,mithoon,aashiqui,2,murder,2,lamhaa,jism,2;UCq-Fj5jknLsUf-MWSy4_brA;528;2852;1677164;3803;536;none
EVk5rfIA4kU;killer,outbreaks,west,nile,virus;UCkEBDbzLyH-LbB2FgMoSMaQ;1279;159;33171;78;11;none
wEy0kwYagd4;underemployed,new,series,trailer,english;UC1cBYqj3VXJDeUee3kMDvPg;777;171;225731;639;45;none
kI0NDBrfJvc;the,white,queen,elizabeth,edward,seven,devils;UCLjn49AIZhtOHAEKUfoRTFg;498;81;8993;97;3;none
TXPqR-7jU98;top,10,countries,with,the,most,english,speakers,2014;UCEV529ic1RP-qBJRYYZ-UwA;152;133;4353;24;2;none
TMUi390OgD4;lane,frost,trubute,vhsrip.gi;UC8FIbMN0ivSbZ_ucE7NHbyw;909;559;224363;645;12;none
0b6qMlKpOSM;deep,purple,live,in,concert,1972,1973,copenhagen,newyork,tbs.;UCJyWT3U3XkArbXfddIcjHlQ;887;7632;313924;1408;38;none
2zGx5njZt7k;bo,derek,on,10,movie,filming,nude,scenes,johnny,carson,s,tonight,show,1979;UC7McHNOsrUL2fRxTB_xvgRQ;339;409;297416;245;49;none
rvcZiNt6ypI;just,doing,his,job;UCuBgWdTX5bxKHFUCStwILRw;2639;531;36374;226;7;none
x8elZ4qclAk;9.,flatbush,zombies,jupiter,sound;UC95O9KBY255ZRTSMQrEoWXw;599;256;10440;54;1;none
IaFrRETty5E;economic,freedom,fighters,eff,interview;UCcRZ-T9hREgXfm-z7i869Rw;127;421;1532;1;1;none
f_kLA168YQ4;apple,iphone,5s,unboxing;UCsW36751Gy-EAbHQwe9WBNw;403;678;417673;3120;536;none
SBcnoHLBgog;eric,sprott,and,rick,rule;UCXcq-qJrGjfXIMwcJ9jdmIw;34;2279;2998;10;1;none
d5E_9nd2u5A;five,year,old,boy,suspended,from,kindergarten,for,getting,a,disruptive,mohawk;UCWLfCZmMDAuAy71US6aOJUg;524;146;117551;305;26;none
gaXE0v0bJoE;,va,pensiero,nabucco,roma,2011;UCylBVcgjhgba4zMfo40WjnA;1318;862;1785017;7203;275;none
SNFUHQ6o_Ho;antonio,vivaldi,les,quatres,saisons..extrait,concerto,n,4,l,hiver;UCyuJXXs77X-z96uyb9TlwGg;2090;365;138762;274;9;none
0xpynvUO3n4;bluegill,fishing,with,roy,kenaday;UCdJM0sHqyWOmjsPtRhFS15Q;888;369;156492;269;34;none
ttOw5SMmm9g;andy,grove,and,philip,rosedale,exchange,second,life,question;UCX80vORd8ko0q7FsoSPxULg;2896;509;9462;17;2;none
uwQsSKvej_s;boys,like,girls,the,first,one,w,lyrics;UCCUJTRB-eIiW-o0FhQKgKZA;1872;241;270041;1258;18;none
EzI8b8Znwcs;c,s,albert,rivera.tercer,grado,en,8tv,con,pilar,rahola,rafel,nadal,y,jos,antich,18,12,2013;UCpQHMcz59Xailbshv0HGuuw;312;3090;35007;177;34;none
nDDbTaWpwoc;obama,lies,compilation,wake,up,you,sheeple;UCv03Dw4swMNMx4RUssag9-g;660;850;206636;2282;108;none
OhiohtX_WuI;ufo,abduction,service;UCljCD9VDAO7TWUCyb69SL-Q;2232;43;97878;372;22;none
HaO4a3MkJ8I;inside,nato,s,special,forces,network;UCHlEaKbepQ_S9iIoZPKVQew;978;321;49381;130;12;none
haGdnogvCc0;cannibal,corpse,frantic,disembowelment;UC81bX3gWj_M1wlVmWmNz1JA;1808;161;191398;572;55;none
pJmMIMhD9Vk;sunrise,in,himalayas;UCbxVdgS4t3_kd51UKpAit2Q;2790;221;62669;139;3;none
pUMl2ut6hsU;smack,url,presents,tsu,surf,vs,big,t;UCflIAeM03JFL9ml03LwYF-g;995;1967;1418883;5928;329;none
io2YGmUc110;a,service,on,my,1970,morris,minor.;UCTrpJVdPwHX1ejrTyxIi8-w;1194;380;9143;16;2;none
w-YohAcO67k;;UCBjxs9rpME2vWdH4kZzVd8w;794;831;34113;99;8;none
tsDvlZS510E;msn,messenger,webcam,hack,2010,download;UCbwCqasdXuljt6UANBX2k1A;1461;396;12963;5;5;none
YbBd6qlsrCI;jamie,t.,ike,tina;UCVSKaFmeNXuYeyVAU649rQg;2484;219;269487;382;10;none
wu7yRqoLxLc;most,haunted,live,at,halloween,pendle,hill,day,1,30,oct,2004;UCn9fkJmoO3ZwqQjdACNKi9w;772;7797;63533;216;27;none
SuwdmjBuvIw;50,cent,talks,5th,album,hip,hop,nicki,minaj,and,more,with,wgci,coke,lounge,in,chicago,part,1,of,2;UCp67s8vcRxhTdY_WwzN2q-A;853;455;35037;59;7;none
3FqtKnmw-5E;katy,perry,rattled,by,john,mayer,s,proposal;UCjZpKJHg5E3e5VlAoixDoOg;418;77;116843;107;19;none
xTv2cL1qtXM;,17jun12;UCyAZM7X5BmzyjCPm22jro6w;863;1497;330993;538;38;none
TaKzITDOW_c;full,length,tv,shows,indonesia,introduction,was,broadcast,in,japan,osaka,.;UClyi-pHmNWFDSbUq1sx_aIw;471;677;28786;119;5;none
J5Gxnemg_I8;pablo,montero,dicen,por,ahi;UCFZMGR7lbwrEY5thlDzODhw;1228;204;381440;695;37;none
5y8LoRucvb0;kate,middleton,and,prince,william,heading,to,australia,and,new,zealand,royal,report;UCfHRX7ihY8WnSV53NnpKOvQ;237;108;3907;14;1;none
ofEb9fM8m0Q;proof,stacker,is,rigged;UCMe8Y3zO7_la3uHaWR3OVrg;1159;376;1376369;6102;402;none
