2L5MxdC8tNU;radioactivit,et,environnement,documentaire,sciences,partie,1;UCSOwJA_AURritTAtzqXzm7Q;602;313;1389;8;1;none
lk_ZEj0x1h0;drowning,pool,bodies,guitar,hero,warriors,of,rock,100,expert,fc;UCdI5N6zoxndYTPGNynzKezw;1499;267;366598;2253;82;none
cCxkUTKPZ8o;leben,im,bauwagen;UCj0AifDN9kbai3EeV6h8Epw;1001;669;115294;133;8;none
2b97KIlJuYs;special,effects,collection,adobe,after,effects;UCLgTKc1nU6ELFoxCAoyN6hA;2376;173;4926341;24645;4041;none
1lE6gv2_p_o;megan,fox,recuper,su,infartante,figura;UCo8PubP6n8sYL_RXwj_t6MQ;1181;58;843560;149;90;none
LgEiFyLljgo;my,nose,job,sabrina,vaz;UC7hHqT2-4xadNgoGOox5A4Q;259;342;282236;2035;1023;none
TRajLqEaWhQ;nikolai,begg,a,tool,to,fix,one,of,the,most,dangerous,moments,in,surgery;UCAuUUnT6oDeKwE6v1NGQxug;120;562;108507;2912;28;none
Geydwu8dcYs;j.r.,richards,person,for,you;UClIRqEm1_X4Ru4ES-xRQWWg;1897;236;21286;100;1;none
P53kQqIzoBw;dunn,edwards,arizona,paint,manufacturing,plant;UCH-jmVE8KNU8BGVKlvCzUFg;979;594;27577;33;3;none
C-4RmXIPOsA;false,prophecy,of,2014,super,bowl,given,by,profit,david,e.,taylor;UCVKQoXvU_5hVzRVE1TNomsA;283;159;7889;23;67;none
tOpMs_c6U2g;when,was,jesus,born;UCDXjzOeZRqLxhYaaEhWLb_A;1420;418;28477;1490;23;none
7FA6bJO3scA;silver,gold,are,honest,money,dishonest,currency;UCThv5tYUVaG4ZPA3p6EXZbQ;142;109;17497;225;9;none
kIFTsBPgFYc;nypd,cop,gets,hypnotized,in,time,square,blogumentary;UCkqFkBzyEDsfdF4NsDlifIg;953;577;28276;209;15;none
31z3iVtdiUA;;UCF-CZPY3RZeYKK1BewGxtUA;686;513;64536;207;17;none
B9dm0PC0_b8;there,are,no,superheroes,just,us,my,journey,with,malala,shiza,shahid,at,tedxmidatlantic;UCsT0YIqwnpJCM-mx7-gSA4Q;331;647;24502;176;6;none
m4Sjn1ZeiTQ;hardly,working,overgrown,guy,girlfriend,2;UCPDXXXJj9nax0fr0Wfc048g;2340;152;723394;5348;175;none
Vx7-YgSCUR0;replacing,old,silver,fillings,cerec,austin,tx,lakeway,by,dentist,dr,patel;UCbpGCCU9hHJr_svswrp0wUQ;1401;89;36260;21;12;none
n6xUCV-27f0;club,penguin,great,game,for,parents,kids;UC83X2fsfYM9YQIwGCmkVzPw;942;401;5806;86;3;none
N-vbjuOMQH0;orbs,flying,around,baby;UCYZqUtf3TajCYYG8ZQuG1ZQ;643;83;13840;31;7;none
BZ4tQfccSuA;,hd,phim,ca,nh,c,b,t,s,ng,t,nh,y,u,ph,n,1;UCAgkBW2S8AR6WU_vOyhRtAA;1313;487;71025;17;7;none
8kBMGbHanLU;the,man,who,cycled,the,world,ep1;UC0ht_TAdXaYZM7eQd9g7_ow;672;1732;74021;339;11;none
plHfHCVb67E;christopher,hitchens,and,dave,chappelle,on,where,s,elvis,this,week,with,jon,stewart;UC2R-UcEy1TorXFFbqfBhIlw;358;1769;50346;211;4;none
L0qZTASQXWI;,life,after,death...,after,water,my,testimony;UC6a_LQ8FpS_1xp6kmmcw54g;2396;599;6260;67;2;none
4b3y_LUfnRA;hd,british,hydrogen,bomb,explosion,test,awesome;UCFbzthhT2eRcBpEPc5FPGtQ;212;126;78680;93;19;none
omkucWMruks;iphone,4,ios,7,review;UCCiSF-QXf948TJ_sYjMPcNQ;518;643;839771;2121;366;none
LSbIZSZAOnk;joan,crawford,1969,16mm,pepsi,promo,at,the,supermarket;UCMJcICVmkdmL02-8m5xufQg;617;275;13748;53;2;none
2_4F99NCjfU;zobacz,niesamowity,taniec,electro,dance,nowo,odwied,http,electro,dance.pl;UC3-W6jSCE8fiU-TdDbbGfgg;1011;120;307705;1167;80;none
RFeU7kEnFNA;genetic,superpowers,changing,your,genome,and,environment;UCjG-bUhM813LndEDNOJNCcw;378;885;1254;16;1;none
i_GjzX0GCs8;the,vaccines,tuck,and,roll;UCCrc3oKUZIPAM0oK2mZal8w;1235;201;65580;332;4;none
MI3h4qqD3dY;watch,this,liquid,transform,like,magic;UCay_OLhWtf9iklq8zg_or0g;267;100;551756;7414;73;none
au624XkvLpo;university,of,essex,uk,romanian,society;UCnHvIB-7vJYrD8gBErvVPMg;345;39;284;4;1;none
pNq94ZaZ0Yk;100,famous,rock,guitar,riffs,one,take;UC8fn-zAOD_uDJROKUrJTSTg;2210;467;8851432;69202;2827;none
WcNGw0Y5Ee0;moment,earthquake,strikes,china,killing,at,least,150;UCPgLNge0xqQHWM5B5EFH9Cg;101;42;21910;25;6;none
sG6kyqHumBY;,05,09,2014;UC4JCsTLFcHGk10qpiNMh0Ww;68;2652;2861;8;2;none
ta0LeOqtCOE;herod,the,great,1,4;UCoddWnTkeaxobR29HKOT6tg;1742;600;20144;34;2;none
WGkW8MD-9Jw;porsche,911,gt3,test,i,the,motorist;UC6B8YRCY0iZHHGLVggmQwbw;342;238;30107;47;23;none
vMDft1Xzn1M;initial,state,origin,of,the,universe,part,1,by,sean,carroll;UCP9hagL5H5x3VNr8_wQ5WyA;492;5631;13549;69;2;none
pNN4mzJ_Q74;la,estrella,azul,mercedes,sosa;UCxsBcoKr8yVlNX3t6q-VvPg;1204;221;217892;527;3;none
q7c0jgNDXNA;tak,reaguje,policja,w,usa;UCwW9wqH60MIJJJYgW52F3Hg;669;139;690526;2004;87;none
KAUgjYbvWD4;,tv.12;UCIHQJSDIEqJrXiNn2wq_lVQ;1181;171;74973;47;5;none
kwPHUMnfOg0;ne,yo,sings,his,favorite,michael,jackson,song,big,boy,s,neighborhood;UCZJQh0uRPMFnN-2UMOJINdw;1339;257;242287;1098;17;none
PolcJd2eh-w;lady,gaga,christmas,tree,world,premiere,xmas,song,hq,video,ft,space,cowboy,lyrics;UCKDUdru63RENy8pssWs8-OQ;2171;144;8803993;13541;2417;none
ybP0prTakHA;italian,air,force,eurofighter,typhoon,solo,display,luchtmachtdagen,leeuwarden,16,9,2011;UCQDJLUEifNfMgTwshZxrm1A;1147;477;289967;734;38;none
09ijnliL9f8;agony,of,royalty,nigerian,nollywood,movies;UCm6NRZvIcYwpj79CIa1Lj9g;238;3830;96956;180;23;none
xEXSfkzsz2k;beam,ng,drive;UCtWY35eYO7jI9LnCRJxBGRQ;50;1426;105842;4868;273;none
GSs3u0YaerY;milky,gajar,carrot,halwa,hindi,with,english,subtitles;UCAw_6sS560CYEN5bUnX_ARA;1026;225;61276;107;11;none
l_K7XWHbCeA;kramer,the,massage;UCQKdGG_T4yly5KJ6Yqws45g;2087;71;58886;116;2;none
CHOOBIW58Qw;unemployed,brian,hits,the,streets,desperate,for,work,can,t,find,hit,2013;UC_SSyCCNDWXRI-f-ntLTZug;559;970;10661;91;14;none
5FeYSdoCvGA;candid,camera,funny,5;UCGtsA0VDWPEPNWkP2srQMhA;509;190;531230;655;98;none
8uglcnu-ADc;,.;UCACg9LgsnarcEQhSG7DGpNQ;1226;2667;14002;88;2;none
kKY86ZBSe6E;what,will,happen,on,judgement,day;UCb2Z--71ALckfRu1HJ0yMNQ;208;421;58542;1093;31;none
5IkBD5O3zHI;how,to,get,emojis,on,samsung,galaxy,s4;UC5XdWAhdbWxyo8Uhu_xsfag;304;43;112011;529;49;none
RTQfg8Tc14s;alert,news,flash,prophecy,update,nwo,emp,big,brother,and,israel,the,everlasting,possession;UChI-FGSBucywTbbkZRiP-6g;466;1107;739;4;2;none
Ryy7EyAiyeQ;firefighters,coping,with,the,aftermath,of,suicide;UCfwETzgHECdaP2Mdk54e-xQ;568;662;7707;40;3;none
AVmkKrncSgo;hold,on,we,re,going,home,drake,feat.,majid,jordan,piano,cover;UCy4SqNP360xNWYhQQgeKYvw;447;255;53967;529;8;none
BGYdr52zouM;sky,poker,cash,game,season,2,episode,3;UCZf4KKrg7NNMDOiG7-dlp4Q;467;3361;5897;7;2;none
-Jfyp6EUUlU;minato,vs,tobi,rise,of,the,broken,hd;UCMDwdhnREBfA5xr9TniWVuw;941;244;1785140;8283;272;none
rzVApvI26Q8;sochi,stray,dogs,saved,by,russian,billionaire,oleg,deripaska,bbc,news;UC16niRr50-MSBwiO3YDb3RA;274;119;28912;152;4;none
s9RrAN_4eyU;deuteron,mio,narrado,por,cid,moreira;UCtpc255W3BehKvYmjJESLBQ;555;17046;25613;107;8;none
kkN_Ay84NP4;,...;UCYlJyb49Qgc-nIdM_v6Wk8A;238;240;189880;527;7;none
OmdO5Owp5K4;,hd;UCA7lHysIOMIzqBrArXc5B-w;209;735;717740;3115;284;none
ECYQtONWOxk;hine,ma,tov,from,operation,entebbe,1977;UChefjloPUuDjsNG7YGE5MGA;1802;69;42244;114;2;none
Pb0eHlqa5WI;tony,roberts,sir,duke,britain,s,got,talent,2012,audition,international,version;UCUtZaxDF3hD5VK4xRYFBePQ;949;141;1131699;3407;80;none
9uyLR7FUn8E;auditions,for,sevensupergirls,closed;UCj2HtBTppiQLVrZfEjcFxig;1848;81;65420;245;37;none
dENnUlFtyZg;moves,like,jagger,maroon,5,rock,version,cover,by,in,box;UCYdaSGLFhLOOxpLV1T_chIQ;971;190;44131;455;14;none
c9A384zijnk;best,thing,i,ever,ate,jambalaya,pasta,raz,z,nashville,food,network;UCa8kD57xdigBGRY5APViuRw;1660;176;91372;146;11;none
Jem2vHPFDDc;national,geographic,live,the,surreal,world,of,frans,lanting;UCpVm7bg6pXKo1Pr6k5kxG9A;1094;167;107207;1407;22;none
byhBbEAMbFQ;construction,collection,part,5,building,a,better,tomorrow;UCZbWy0OQq2IDceLDC9sZtsw;523;321;3877;9;1;none
ouoygTCsNk8;brighter,skin,honey,lemon,face,mask,tutorial;UC7uoIYXjXTR10sckEX_Y-sQ;995;283;34573;189;10;none
RIbtQuZjmoY;focus,study,i,rain,one,hour,binaural,isochronic,beats,for,improved,memory,reading,spelling;UCb1VLh22-9EWIwwCe_cjtqQ;954;3601;314031;1306;49;none
52U7kQ3Hgrg;sharmoofers,khamsa,santi;UCZTRh-XiQ1xPya3rvZFTmuQ;258;242;524700;2012;71;none
jMveFLOetwg;hell,on,wheels,brantley,gilbert,lyrics,on,screen;UC25yssMYPOWUgIy7yXwx7pA;944;255;405920;954;12;none
NSf4QmxCBYY;lego,batman,arkham,asylum,breakout,review,set,10937;UCH09uL3dLqsVsOh0XmapzLQ;60;1100;60169;697;16;none
KgfycBWruME;3rd,degree,it,s,just,hair,isn,t,it,part,2;UCI3RT5PGmdi1KVp9FG_CneA;868;459;17783;24;6;none
MRQ-Q1VHSWo;,1,2012;UCHuzKp1XwzJO4fzmuTWJqHw;255;2978;22036;31;3;none
rpB4g586bBI;isabella,gaspary,denner,e,katherine,the,scientist,22,02,14,jovens,talentos,raul,gil;UCQo0VIhKxofPE3yymSno5pA;262;267;19406;118;1;none
8L0okML91j8;test,drive,a,tour,guide,turkey;UCchgIh8Tc4sTmBfnMQ5pDdg;540;2669;9437;50;2;none
jXSX84eVUCs;mulan,bathing,scene;UCfLvwfV9u4oQxiDNliAYzrA;819;149;930491;1634;143;none
Fyuu4kmXVQs;boulevard;UCtKXEpd6zkXBFbUNofZdBew;2583;334;1205467;1233;46;none
75SvzqamY-k;jeopardy,theme,1997,2001;UCh6dDe4oeaEilYQlPpIpcFQ;1086;117;65040;45;9;none
gGRhF9S8PH0;secondhand,serenade,stay,close,don,t,go,lyrics;UC4No8y46zKyQqjKu71kkaqw;2204;215;473525;1219;10;none
3QKdRKisVRg;armin,live,at,umf,2012;UC7bp7yf3nP_Lt0THOIpRN5g;957;3526;92544;174;7;none
NlPKA_pAOrY;2012,seoul,nuclear,security,summit,participating,nations,arirang,news;UCzznO4xSV8BKnUBPyswtCUw;962;145;910;3;1;none
s3KDxUldgQk;jen,sam,part,5;UC1D31AaW-mXz9cuOOM221Lg;874;896;111837;157;9;none
Pr0HQS39QMY;mana,vs.,mma,pvt,group,c,decider,ro16,wcs,europe,2014,season,3,starcraft,2;UC0G2qz-hoaCswQNgoWU_LTw;49;3544;27003;129;3;none
--BW1AfW0YU;net10,apn,settings,samsung,galaxy,s4,at,t;UCmSb2gOnKoYcZjaOuOT_JmQ;487;436;26498;124;3;none
y0ZHojd-0Fo;andrea,berg,dezember,nacht;UChgCehDuPbfdWs6cwY9Dl9A;506;218;20923;52;2;none
vLKtOd6CQA8;alarm,fur,cobra,11;UCC79lCCwAx1lxErUQuaZ_2Q;722;206;6767;11;2;none
GWV_aSMDoKk;kanye,west,ft.,kid,cudi,and,raekwon,gorgeous,piano,guitar,cover;UC3EkemHwVnWtfqe5vaD5pxg;1454;128;27324;175;9;none
9PDX3-Qkx6Y;is,nelson,mandela,a,role,model,or,criminal;UCdlxWNzGGPKzQLMXkkyZkUQ;377;454;64984;751;144;none
RMGu-CdffCs;extened,edition,clips,2;UCS76JY9LrkhfWIuLmPScaFg;2846;327;58290;143;3;none
K8B8-zA1pzU;healing,hand,of,god,wait,for,your,rain;UCaWMHql09OZpGuADEfgreRA;2141;578;29756;86;1;none
yjxnWvQdhvc;,c,mo,ser,an,los,zombies,en,gta,5,online,1.16;UCHIwQiZhIn6fm5b_IilqBbQ;101;611;35786;2068;223;none
aOZhbOhEunY;an,inside,look,at,google,working,at,google;UCK8sQmJBp8GCxrOtXWBpyEA;2708;137;2511917;2259;210;none
DYF5jaoovhY;creating,magic,8,ball,application,in,c,.net,codegasm,2;UC1MwJy1R0nGQkXxRD9p-zTQ;89;2171;60037;3602;37;none
zCmy9AsIv1s;sejarah,sunda;UC2T-T1JK6YpS-WkiPnLm2Mg;735;379;27286;98;3;none
I76PotBFgUA;let,s,play,forza,motorsport,4,part,13,this,is,getting,old;UC2uGNhD52fCtuDzXG6asOLw;297;2392;361;6;3;none
B8q3pcEj3e4;volkswagen,beetle,lt1,v8,swap,street,car;UCteW46e2-bBPYd_sK-TsQ-w;1141;73;2057427;1099;255;none
iqa5I14UfNI;islam,in,christian,prophecy;UCpITe256E0HOmw-KqWYWDhw;115;166;2018;54;3;none
VO16kk-pkOM;black,watch,marching,in,to,town;UCDlqwzslXVqF6NYbNWkuHSA;2424;108;389646;460;17;none
VwQl6borfHE;,.;UC1397woBAD3MS3QB99IyaEw;1110;692;106568;374;31;none
NEbrd_ncawc;full,story,snow,war;UCxUD8G1jO8T-Ef2tuADCZOA;220;711;3415;27;2;none
6evGXjbZfAk;erg,verhaal,over,zwanger,meisje;UCIiIgD46BfSuswNSKD2qGCw;1319;267;239850;1140;209;none
6pyyP2chM8k;torches,031710;UC9w3z7IMtzhxECNDsjJmqYg;1701;390;24897;78;5;none
on9bnvuOLtE;oglala,lakota,nation,pow,wow;UCpVm7bg6pXKo1Pr6k5kxG9A;1556;147;110117;555;12;none
ts-P1yaQ290;lessons,learned,from,arnold,schwarzenegger,movies;UCJXwu2DxbnlKQOxJiEt2bLw;1406;222;250644;1603;57;none
BFkffYuBcsg;,.,.,2009;UC7bCVckxMP8u5ZzJjO90UBQ;460;5342;125609;160;25;none
woRk79EYltk;the,dark,knight,rises.,why,do,we,fall,extended,chants;UCKqUMAux8fEDB1lwSytjnBA;564;356;46444;184;11;none
vWZ960gPn40;,6;UCINlA_z5zEh9FjC6PjOMR2g;463;1420;289190;792;45;none
lT4G59Gmiio;lenny,kravitz,looking,back,on,love,trailer;UCdIs5dRqgZ1IWOdLZimHL_w;664;181;104175;752;4;none
djNQQjvBnbo;bombax,kruistocht,in,spijkerbroek;UCeau-5pdmXreFg4-iaxTdLA;734;866;476;6;1;none
KyluZW23m0U;an,introduction,to,cognitive,behavioural,therapy,aaron,beck;UCSnEXvOOpzPkB01mvlUl-2g;782;1067;54815;290;11;none
AzHhX9UyOvY;,2013;UCuE-VJBYj_uFYUKXk3pyxQw;455;240;11918;17;20;none
J4tZhMED-4M;masaru,emoto,the,healing,power,of,water;UCOTcUhnA8Ah6A4TTj4ajgCw;1853;196;61881;287;14;none
HznVEBmE05c;anonymous,customer,gives,waitresses,15k,tip,after,overhearing,their,conversation;UCLxRF-JJOV7_42eEWh5HuKA;282;59;260598;456;6;none
bFJO6P6Rivk;the,worst,jobs,in,history,the,georgian,age,part,4;UCTQINWmlEl4ti8CxPXHCvaw;2379;542;28706;116;1;none
tprTqdJWpoU;,it,s,a,f,ing,bait,car,you,idiot;UC_jd0Uz6T7zAgBxC7Plc5Bg;1296;321;147015;269;25;none
m9r61-XBEvE;my,dinner,date,with,cameron,dallas,meeting,cameron,dallas;UC97vrasMkximC1Hi7vKeb7Q;105;766;186056;5085;118;none
sFN91-d91FQ;equestria,girls,rainbow,rocks,exclusive,short,player,piano,hd;UCBiZnYqUsTcBzO90pNx_xGg;187;142;2012903;2619;289;none
Lnu5vMfPtbw;1969,nba,finals,gm.,7,celtics,vs.,lakers,4th,quarter;UCTZhXuzIbIgB2osQtIndbHw;708;2136;113662;413;10;none
5ofOckIdIQg;bodega,bamz,strictly,for,my,papiz,full,mixtape;UC9POBQRa6lQ7bMjp6_QOoxg;670;2939;53730;349;20;none
GR-yWabetq0;los,inventos,ocultos,de,nikola,tesla,y,la,censura,de,la,energ,a,libre;UCcbUuPjp7J32YSIESrUe76A;294;1095;168945;3019;70;none
b0ZMJScU4HA;justin,bieber,hair,how,to,style,it,with,by,vilain,gold,digger,slikhaar,tv,men,s,hair,tutorials;UCC-ygwC3ZfSRhIcao8a2zyQ;283;123;1134644;4443;2421;none
cD0XZlxKuig;parliament,fight,in,ukraine,no,comment;UCX4py0rkBIdjUqNJCH_JQDw;2190;53;515683;328;32;none
